tokens,tags
"['In' 'this' 'patient' ',' 'renal' 'artery' 'stenosis' 'combined' 'with'
 'heart' 'failure' 'and' 'diuretic' 'therapy' 'certainly' 'resulted' 'in'
 'a' 'strong' 'activation' 'of' 'the' 'renin' '-' 'angiotensin' 'system'
 '(' 'RAS' ').' 'Under' 'such' 'conditions' ',' 'angiotensin' 'II'
 'receptor' 'blockade' 'by' 'losartan' 'probably' 'induced' 'a' 'critical'
 'fall' 'in' 'glomerular' 'filtration' 'pressure' '.']","[0 0 0 0 2 3 3 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 4 0 0
 0 1 0 0 0 0 0 0 0 0 0 0]"
"['This' 'case' 'report' 'highlights' 'the' 'fact' 'that' 'the'
 'angiotensin' 'II' 'receptor' 'antagonist' 'losartan' 'can' 'cause'
 'serious' 'unexpected' 'complications' 'in' 'patients' 'with'
 'renovascular' 'disease']",[0 0 0 0 0 0 0 0 1 4 0 0 1 0 0 0 0 0 0 0 0 2 3]
"['In' 'vivo' 'protection' 'of' 'dna' 'damage' 'associated' 'apoptotic'
 'and' 'necrotic' 'cell' 'deaths' 'during' 'acetaminophen' '-' 'induced'
 'nephrotoxicity' ',' 'amiodarone' '-' 'induced' 'lung' 'toxicity' 'and'
 'doxorubicin' '-' 'induced' 'cardiotoxicity' 'by' 'a' 'novel' 'IH636'
 'grape' 'seed' 'proanthocyanidin' 'extract' '.']",[0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 2 0 1 0 0 2 3 0 1 0 0 2 0 0 0 1 4 4 4 4 0]
"['Grape' 'seed' 'extract' ',' 'primarily' 'a' 'mixture' 'of'
 'proanthocyanidins' ',' 'has' 'been' 'shown' 'to' 'modulate' 'a' 'wide'
 '-' 'range' 'of' 'biological' ',' 'pharmacological' 'and' 'toxicological'
 'effects' 'which' 'are' 'mainly' 'cytoprotective' '.']",[1 4 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['This' 'study' 'assessed' 'the' 'ability' 'of' 'IH636' 'grape' 'seed'
 'proanthocyanidin' 'extract' '(' 'GSPE' ')' 'to' 'prevent'
 'acetaminophen' '(' 'AAP' ')-' 'induced' 'nephrotoxicity' ','
 'amiodarone' '(' 'AMI' ')-' 'induced' 'lung' 'toxicity' ',' 'and'
 'doxorubicin' '(' 'DOX' ')-' 'induced' 'cardiotoxicity' 'in' 'mice' '.']","[0 0 0 0 0 0 1 4 4 4 4 0 1 0 0 0 1 0 1 0 0 2 0 1 0 1 0 0 2 3 0 0 1 0 1 0 0
 2 0 0 0]"
"['Experimental' 'design' 'consisted' 'of' 'four' 'groups' ':' 'control'
 '(' 'vehicle' 'alone' '),' 'GSPE' 'alone' ',' 'drug' 'alone' 'and' 'GSPE'
 '+' 'drug' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0]
"['For' 'the' 'cytoprotection' 'study' ',' 'animals' 'were' 'orally'
 'gavaged' '100' 'mg' '/' 'Kg' 'GSPE' 'for' '7' '-' '10' 'days' 'followed'
 'by' 'i' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
['p' '.'],[0 0]
"['injections' 'of' 'organ' 'specific' 'three' 'drugs' '(' 'AAP' ':' '500'
 'mg' '/' 'Kg' 'for' '24' 'h' ';' 'AMI' ':' '50' 'mg' '/' 'Kg' '/' 'day'
 'for' 'four' 'days' ';' 'DOX' ':' '20' 'mg' '/' 'Kg' 'for' '48' 'h' ').'
 'Parameters' 'of' 'study' 'included' 'analysis' 'of' 'serum' 'chemistry'
 '(' 'ALT' ',' 'BUN' 'and' 'CPK' '),' 'and' 'orderly' 'fragmentation' 'of'
 'genomic' 'DNA' '(' 'both' 'endonuclease' '-' 'dependent' 'and'
 'independent' ')' 'in' 'addition' 'to' 'microscopic' 'evaluation' 'of'
 'damage' 'and' '/' 'or' 'protection' 'in' 'corresponding' 'PAS' 'stained'
 'tissues' '.']","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
"['Results' 'indicate' 'that' 'GSPE' 'preexposure' 'prior' 'to' 'AAP' ','
 'AMI' 'and' 'DOX' ',' 'provided' 'near' 'complete' 'protection' 'in'
 'terms' 'of' 'serum' 'chemistry' 'changes' '(' 'ALT' ',' 'BUN' 'and'
 'CPK' '),' 'and' 'significantly' 'reduced' 'DNA' 'fragmentation' '.']",[0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Histopathological' 'examination' 'of' 'kidney' ',' 'heart' 'and' 'lung'
 'sections' 'revealed' 'moderate' 'to' 'massive' 'tissue' 'damage' 'with'
 'a' 'variety' 'of' 'morphological' 'aberrations' 'by' 'all' 'the' 'three'
 'drugs' 'in' 'the' 'absence' 'of' 'GSPE' 'preexposure' 'than' 'in' 'its'
 'presence' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
"['GSPE' '+' 'drug' 'exposed' 'tissues' 'exhibited' 'minor' 'residual'
 'damage' 'or' 'near' 'total' 'recovery' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Additionally' ',' 'histopathological' 'alterations' 'mirrored' 'both'
 'serum' 'chemistry' 'changes' 'and' 'the' 'pattern' 'of' 'DNA'
 'fragmentation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Interestingly' ',' 'all' 'the' 'drugs' ',' 'such' 'as' ',' 'AAP' ','
 'AMI' 'and' 'DOX' 'induced' 'apoptotic' 'death' 'in' 'addition' 'to'
 'necrosis' 'in' 'the' 'respective' 'organs' 'which' 'was' 'very'
 'effectively' 'blocked' 'by' 'GSPE' '.']",[0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0]
"['Since' 'AAP' ',' 'AMI' 'and' 'DOX' 'undergo' 'biotransformation' 'and'
 'are' 'known' 'to' 'produce' 'damaging' 'radicals' 'in' 'vivo' ',' 'the'
 'protection' 'by' 'GSPE' 'may' 'be' 'linked' 'to' 'both' 'inhibition'
 'of' 'metabolism' 'and' '/' 'or' 'detoxification' 'of' 'cytotoxic'
 'radicals' '.']","[0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
"['In' 'addition' ',' 'its' ""'"" 'presumed' 'contribution' 'to' 'DNA'
 'repair' 'may' 'be' 'another' 'important' 'attribute' ',' 'which'
 'played' 'a' 'role' 'in' 'the' 'chemoprevention' 'process' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Additionally' ',' 'this' 'may' 'have' 'been' 'the' 'first' 'report' 'on'
 'AMI' '-' 'induced' 'apoptotic' 'death' 'in' 'the' 'lung' 'tissue' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
"['Taken' 'together' ',' 'these' 'events' 'undoubtedly' 'establish' 'GSPE']",[0 0 0 0 0 0 0 1]
"['Palpebral' 'twitching' 'in' 'a' 'depressed' 'adolescent' 'on'
 'citalopram' '.']",[2 3 0 0 2 0 0 1 0]
['Current' 'estimates' 'suggest' 'that' 'between' '0' '.'],[0 0 0 0 0 0 0]
['4' '%' 'and' '8' '.'],[0 0 0 0 0]
"['3' '%' 'of' 'children' 'and' 'adolescents' 'are' 'affected' 'by' 'major'
 'depression' '.']",[0 0 0 0 0 0 0 0 0 2 3 0]
"['We' 'report' 'a' 'favorable' 'response' 'to' 'treatment' 'with'
 'citalopram' 'by' 'a' '15' '-' 'year' '-' 'old' 'boy' 'with' 'major'
 'depression' 'who' 'exhibited' 'palpebral' 'twitching' 'during' 'his'
 'first' '2' 'weeks' 'of' 'treatment' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 0 0 2 3 0 0 0 0 0 0 0 0]
['This' 'may' 'have' 'been' 'a' 'side' 'effect' 'of' 'citalopram'],[0 0 0 0 0 0 0 0 1]
"['Metamizol' 'potentiates' 'morphine' 'antinociception' 'but' 'not'
 'constipation' 'after' 'chronic' 'treatment' '.']",[1 0 1 0 0 0 2 0 0 0 0]
"['This' 'work' 'evaluates' 'the' 'antinociceptive' 'and' 'constipating'
 'effects' 'of' 'the' 'combination' 'of' '3' '.']",[0 0 0 0 0 0 2 0 0 0 0 0 0 0]
['2' 'mg' '/' 'kg' 's' '.'],[0 0 0 0 0 0]
['c' '.'],[0 0]
['morphine' 'with' '177' '.'],[1 0 0 0]
['8' 'mg' '/' 'kg' 's' '.'],[0 0 0 0 0 0]
['c' '.'],[0 0]
"['metamizol' 'in' 'acutely' 'and' 'chronically' 'treated' '(' 'once' 'a'
 'day' 'for' '12' 'days' ')' 'rats' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['On' 'the' '13th' 'day' ',' 'antinociceptive' 'effects' 'were' 'assessed'
 'using' 'a' 'model' 'of' 'inflammatory' 'nociception' ',' 'pain' '-'
 'induced' 'functional' 'impairment' 'model' ',' 'and' 'the' 'charcoal'
 'meal' 'test' 'was' 'used' 'to' 'evaluate' 'the' 'intestinal' 'transit'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
"['Simultaneous' 'administration' 'of' 'morphine' 'with' 'metamizol'
 'resulted' 'in' 'a' 'markedly' 'antinociceptive' 'potentiation' 'and'
 'an' 'increasing' 'of' 'the' 'duration' 'of' 'action' 'after' 'a'
 'single' '(' '298' '+/-' '7' 'vs' '.']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['139' '+/-' '36' 'units' 'area' '(' 'ua' ');' 'P' '<' '0' '.'],[0 0 0 0 0 0 0 0 0 0 0 0]
['001' ')' 'and' 'repeated' 'administration' '(' '280' '+/-' '17' 'vs' '.'],[0 0 0 0 0 0 0 0 0 0 0]
['131' '+/-' '22' 'ua' ';' 'P' '<' '0' '.'],[0 0 0 0 0 0 0 0 0]
"['001' ').' 'Antinociceptive' 'effect' 'of' 'morphine' 'was' 'reduced'
 'in' 'chronically' 'treated' 'rats' '(' '39' '+/-' '10' 'vs' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
"['18' '+/-' '5' 'au' ')' 'while' 'the' 'combination' '-' 'induced'
 'antinociception' 'was' 'remained' 'similar' 'as' 'an' 'acute'
 'treatment' '(' '298' '+/-' '7' 'vs' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['280' '+/-' '17' 'au' ').' 'Acute' 'antinociceptive' 'effects' 'of' 'the'
 'combination' 'were' 'partially' 'prevented' 'by' '3' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['2' 'mg' '/' 'kg' 'naloxone' 's' '.'],[0 0 0 0 1 0 0]
['c' '.(' 'P' '<' '0' '.'],[0 0 0 0 0 0]
"['05' '),' 'suggesting' 'the' 'partial' 'involvement' 'of' 'the'
 'opioidergic' 'system' 'in' 'the' 'synergism' 'observed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['In' 'independent' 'groups' ',' 'morphine' 'inhibited' 'the' 'intestinal'
 'transit' 'in' '48' '+/-' '4' '%' 'and' '38' '+/-' '4' '%' 'after'
 'acute' 'and' 'chronic' 'treatment' ',' 'respectively' ',' 'suggesting'
 'that' 'tolerance' 'did' 'not' 'develop' 'to' 'the' 'constipating'
 'effects' '.']","[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0]"
"['The' 'combination' 'inhibited' 'intestinal' 'transit' 'similar' 'to'
 'that' 'produced' 'by' 'morphine' 'regardless' 'of' 'the' 'time' 'of'
 'treatment' ',' 'suggesting' 'that' 'metamizol' 'did' 'not' 'potentiate'
 'morphine' '-' 'induced' 'constipation' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0]
"['These' 'findings' 'show' 'a' 'significant' 'interaction' 'between'
 'morphine' 'and' 'metamizol' 'in' 'chronically' 'treated' 'rats' ','
 'suggesting' 'that' 'this' 'combination' 'could' 'be' 'useful' 'for'
 'the' 'treatment' 'of' 'chronic' 'pain']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3]
['Ifosfamide' 'encephalopathy' 'presenting' 'with' 'asterixis' '.'],[1 2 0 0 2 0]
"['CNS' 'toxic' 'effects' 'of' 'the' 'antineoplastic' 'agent' 'ifosfamide'
 '(' 'IFX' ')' 'are' 'frequent' 'and' 'include' 'a' 'variety' 'of'
 'neurological' 'symptoms' 'that' 'can' 'limit' 'drug' 'use' '.']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['We' 'report' 'a' 'case' 'of' 'a' '51' '-' 'year' '-' 'old' 'man' 'who'
 'developed' 'severe' ',' 'disabling' 'negative' 'myoclonus' 'of' 'the'
 'upper' 'and' 'lower' 'extremities' 'after' 'the' 'infusion' 'of'
 'ifosfamide' 'for' 'plasmacytoma' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 2 0]
"['He' 'was' 'awake' ',' 'revealed' 'no' 'changes' 'of' 'mental' 'status'
 'and' 'at' 'rest' 'there' 'were' 'no' 'further' 'motor' 'symptoms' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Cranial' 'magnetic' 'resonance' 'imaging' 'and' 'extensive' 'laboratory'
 'studies' 'failed' 'to' 'reveal' 'structural' 'lesions' 'of' 'the'
 'brain' 'and' 'metabolic' 'abnormalities' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 3 3 3 3 0 2 3 0]
"['An' 'electroencephalogram' 'showed' 'continuous' ',' 'generalized'
 'irregular' 'slowing' 'with' 'admixed' 'periodic' 'triphasic' 'waves'
 'indicating' 'symptomatic' 'encephalopathy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['The' 'administration' 'of' 'ifosfamide' 'was' 'discontinued' 'and'
 'within' '12' 'h' 'the' 'asterixis' 'resolved' 'completely' '.']",[0 0 0 1 0 0 0 0 0 0 0 2 0 0 0]
"['In' 'the' 'patient' 'described' ',' 'the' 'presence' 'of' 'asterixis'
 'during' 'infusion' 'of' 'ifosfamide' ',' 'normal' 'laboratory'
 'findings' 'and' 'imaging' 'studies' 'and' 'the' 'resolution' 'of'
 'symptoms' 'following' 'the' 'discontinuation' 'of' 'the' 'drug'
 'suggest' 'that' 'negative' 'myoclonus' 'is' 'associated' 'with' 'the'
 'use' 'of' 'IFX']","[0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 0 0 0 1]"
"['Sub' '-' 'chronic' 'low' 'dose' 'gamma-vinyl' 'GABA' '(' 'vigabatrin'
 ')' 'inhibits' 'cocaine' '-' 'induced' 'increases' 'in' 'nucleus'
 'accumbens' 'dopamine' '.']",[0 0 0 0 0 1 4 0 1 0 0 1 0 0 0 0 0 0 1 0]
"['RATIONALE' ':' 'gamma-Vinyl' 'GABA' '(' 'GVG' ')' 'irreversibly'
 'inhibits' 'GABA' '-' 'transaminase' '.']",[0 0 1 4 0 1 0 0 0 1 0 0 0]
"['This' 'non' '-' 'receptor' 'mediated' 'inhibition' 'requires' 'de'
 'novo' 'synthesis' 'for' 'restoration' 'of' 'functional' 'GABA'
 'catabolism' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
"['OBJECTIVES' ':' 'Given' 'its' 'preclinical' 'success' 'for' 'treating'
 'substance' 'abuse' 'and' 'the' 'increased' 'risk' 'of' 'visual' 'field'
 'defects' '(' 'VFD' ')' 'associated' 'with' 'cumulative' 'lifetime'
 'exposure' ',' 'we' 'explored' 'the' 'effects' 'of' 'sub' '-' 'chronic'
 'low' 'dose' 'GVG' 'on' 'cocaine' '-' 'induced' 'increases' 'in'
 'nucleus' 'accumbens' '(' 'NAcc' ')' 'dopamine' '(' 'DA' ').' 'METHODS'
 ':' 'Using' 'in' 'vivo' 'microdialysis' ',' 'we' 'compared' 'acute'
 'exposure' '(' '450' 'mg' '/' 'kg' ')' 'to' 'an' 'identical' 'sub' '-'
 'chronic' 'exposure' '(' '150' 'mg' '/' 'kg' 'per' 'day' 'for' '3' 'days'
 '),' 'followed' 'by' '1' '-' 'or' '3' '-' 'day' 'washout' '.']","[0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 2 3 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Finally' ',' 'we' 'examined' 'the' 'low' 'dose' 'of' '150' 'mg' '/' 'kg'
 '(' '50' 'mg' '/' 'kg' 'per' 'day' ')' 'using' 'a' 'similar' 'washout'
 'period' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['RESULTS' ':' 'Sub' '-' 'chronic' 'GVG' 'exposure' 'inhibited' 'the'
 'effect' 'of' 'cocaine' 'for' '3' 'days' ',' 'which' 'exceeded' 'in'
 'magnitude' 'and' 'duration' 'the' 'identical' 'acute' 'dose' '.']",[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['CONCLUSIONS' ':' 'Sub' '-' 'chronic' 'low' 'dose' 'GVG' 'potentiates'
 'and' 'extends' 'the' 'inhibition' 'of' 'cocaine' '-' 'induced'
 'increases' 'in' 'dopamine']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1]
"['Amount' 'of' 'bleeding' 'and' 'hematoma' 'size' 'in' 'the' 'collagenase'
 '-' 'induced' 'intracerebral' 'hemorrhage' 'rat' 'model' '.']",[0 0 2 0 2 0 0 0 0 0 0 2 3 0 0 0]
"['The' 'aggravated' 'risk' 'on' 'intracerebral' 'hemorrhage' '(' 'ICH' ')'
 'with' 'drugs' 'used' 'for' 'stroke' 'patients' 'should' 'be' 'estimated'
 'carefully' '.']",[0 0 0 0 2 3 0 2 0 0 0 0 0 2 0 0 0 0 0 0]
"['We' 'therefore' 'established' 'sensitive' 'quantification' 'methods'
 'and' 'provided' 'a' 'rat' 'ICH' 'model' 'for' 'detection' 'of' 'ICH'
 'deterioration' '.']",[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0]
['In' 'ICH' 'intrastriatally' 'induced' 'by' '0' '.'],[0 2 0 0 0 0 0]
"['014' '-' 'unit' ',' '0' '.']",[0 0 0 0 0 0]
"['070' '-' 'unit' ',' 'and' '0' '.']",[0 0 0 0 0 0 0]
"['350' '-' 'unit' 'collagenase' ',' 'the' 'amount' 'of' 'bleeding' 'was'
 'measured' 'using' 'a' 'hemoglobin' 'assay' 'developed' 'in' 'the'
 'present' 'study' 'and' 'was' 'compared' 'with' 'the' 'morphologically'
 'determined' 'hematoma' 'volume' '.']",[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0]
"['The' 'blood' 'amounts' 'and' 'hematoma' 'volumes' 'were' 'significantly'
 'correlated' ',' 'and' 'the' 'hematoma' 'induced' 'by' '0' '.']",[0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0]
"['014' '-' 'unit' 'collagenase' 'was' 'adequate' 'to' 'detect' 'ICH'
 'deterioration' '.']",[0 0 0 0 0 0 0 0 2 0 0]
['In' 'ICH' 'induction' 'using' '0' '.'],[0 2 0 0 0 0]
"['014' '-' 'unit' 'collagenase' ',' 'heparin' 'enhanced' 'the' 'hematoma'
 'volume' '3' '.']",[0 0 0 0 0 1 0 0 2 0 0 0]
"['4' '-' 'fold' 'over' 'that' 'seen' 'in' 'control' 'ICH' 'animals' 'and'
 'the' 'bleeding' '7' '.']",[0 0 0 0 0 0 0 0 2 0 0 0 2 0 0]
['6' '-' 'fold' '.'],[0 0 0 0]
"['Data' 'suggest' 'that' 'this' 'sensitive' 'hemoglobin' 'assay' 'is'
 'useful' 'for' 'ICH' 'detection' ',' 'and' 'that' 'a' 'model' 'with' 'a'
 'small' 'ICH' 'induced' 'with' 'a' 'low' '-' 'dose' 'collagenase'
 'should' 'be' 'used' 'for' 'evaluation' 'of' 'drugs' 'that' 'may'
 'affect' 'ICH']","[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 2]"
"['Estradiol' 'reduces' 'seizure' '-' 'induced' 'hippocampal' 'injury' 'in'
 'ovariectomized' 'female' 'but' 'not' 'in' 'male' 'rats' '.']",[1 0 2 0 0 2 3 0 0 0 0 0 0 0 0 0]
"['Estrogens' 'protect' 'ovariectomized' 'rats' 'from' 'hippocampal'
 'injury' 'induced' 'by' 'kainic' 'acid' '-' 'induced' 'status'
 'epilepticus' '(' 'SE' ').' 'We' 'compared' 'the' 'effects' 'of'
 '17beta-estradiol' 'in' 'adult' 'male' 'and' 'ovariectomized' 'female'
 'rats' 'subjected' 'to' 'lithium' '-' 'pilocarpine' '-' 'induced' 'SE'
 '.']","[0 0 0 0 0 2 3 0 0 1 4 0 0 2 3 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 2 0]"
"['Rats' 'received' 'subcutaneous' 'injections' 'of' '17beta-estradiol' '('
 '2' 'microg' '/' 'rat' ')' 'or' 'oil' 'once' 'daily' 'for' 'four'
 'consecutive' 'days' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['SE' 'was' 'induced' '20' 'h' 'following' 'the' 'second' 'injection'
 'and' 'terminated' '3' 'h' 'later' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'extent' 'of' 'silver' '-' 'stained' 'CA3' 'and' 'CA1'
 'hippocampal' 'neurons' 'was' 'evaluated' '2' 'days' 'after' 'SE' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['17beta-Estradiol' 'did' 'not' 'alter' 'the' 'onset' 'of' 'first'
 'clonus' 'in' 'ovariectomized' 'rats' 'but' 'accelerated' 'it' 'in'
 'males' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['17beta-Estradiol' 'reduced' 'the' 'argyrophilic' 'neurons' 'in' 'the'
 'CA1' 'and' 'CA3' '-' 'C' 'sectors' 'of' 'ovariectomized' 'rats' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['In' 'males' ',' 'estradiol' 'increased' 'the' 'total' 'damage' 'score'
 '.']",[0 0 0 1 0 0 0 0 0 0]
"['These' 'findings' 'suggest' 'that' 'the' 'effects' 'of' 'estradiol' 'on'
 'seizure']",[0 0 0 0 0 0 0 1 0 2]
"['Delirium' 'during' 'clozapine' 'treatment' ':' 'incidence' 'and'
 'associated' 'risk' 'factors' '.']",[2 0 1 0 0 0 0 0 0 0 0]
"['BACKGROUND' ':' 'Incidence' 'and' 'risk' 'factors' 'for' 'delirium'
 'during' 'clozapine' 'treatment' 'require' 'further' 'clarification' '.']",[0 0 0 0 0 0 0 2 0 1 0 0 0 0 0]
"['METHODS' ':' 'We' 'used' 'computerized' 'pharmacy' 'records' 'to'
 'identify' 'all' 'adult' 'psychiatric' 'inpatients' 'treated' 'with'
 'clozapine' '(' '1995' '-' '96' '),' 'reviewed' 'their' 'medical'
 'records' 'to' 'score' 'incidence' 'and' 'severity' 'of' 'delirium' ','
 'and' 'tested' 'associations' 'with' 'potential' 'risk' 'factors' '.']","[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
 0 0 0 0]"
"['RESULTS' ':' 'Subjects' '(' 'n' '=' '139' ')' 'were' '72' 'women' 'and'
 '67' 'men' ',' 'aged' '40' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['8' '+/-' '12' '.'],[0 0 0 0]
"['1' 'years' ',' 'hospitalized' 'for' '24' '.']",[0 0 0 0 0 0 0]
['9' '+/-' '23' '.'],[0 0 0 0]
"['3' 'days' ',' 'and' 'given' 'clozapine' ',' 'gradually' 'increased' 'to'
 'an' 'average' 'daily' 'dose' 'of' '282' '+/-' '203' 'mg' '(' '3' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['45' '+/-' '2' '.'],[0 0 0 0]
['45' 'mg' '/' 'kg' ')' 'for' '18' '.'],[0 0 0 0 0 0 0 0]
['9' '+/-' '16' '.'],[0 0 0 0]
['4' 'days' '.'],[0 0 0]
['Delirium' 'was' 'diagnosed' 'in' '14' '(' '10' '.'],[2 0 0 0 0 0 0 0]
"['1' '%' 'incidence' ',' 'or' '1' '.']",[0 0 0 0 0 0 0]
['48' 'cases' '/' 'person' '-' 'years' 'of' 'exposure' ');' '71' '.'],[0 0 0 0 0 0 0 0 0 0 0]
['4' '%' 'of' 'cases' 'were' 'moderate' 'or' 'severe' '.'],[0 0 0 0 0 0 0 0 0]
"['Associated' 'factors' 'were' 'co' '-' 'treatment' 'with' 'other'
 'centrally' 'antimuscarinic' 'agents' ',' 'poor' 'clinical' 'outcome' ','
 'older' 'age' ',' 'and' 'longer' 'hospitalization' '(' 'by' '17' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['5' 'days' ',' 'increasing' 'cost' ');' 'sex' ',' 'diagnosis' 'or'
 'medical' 'co' '-' 'morbidity' ',' 'and' 'daily' 'clozapine' 'dose' ','
 'which' 'fell' 'with' 'age' ',' 'were' 'unrelated' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
"['CONCLUSIONS' ':' 'Delirium' 'was' 'found' 'in' '10' '%' 'of' 'clozapine'
 '-' 'treated' 'inpatients' ',' 'particularly' 'in' 'older' 'patients'
 'exposed' 'to' 'other' 'central' 'anticholinergics' '.']",[0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Delirium'],[2]
['Ketoconazole' '-' 'induced' 'neurologic' 'sequelae' '.'],[1 0 0 2 3 0]
